BOVINE OF,FELINE OEV,PORCINE OEV,DUNNART OF,EQUINE OF,CANINE OEV,SHEEP OF,RABBIT OF,HUMAN OF
LMNB1,LOC101087599,Lrrc18,EIF2B1,BROX,LOC100856128,PSA1,,CHMP1A
LMNB2,LOC101087915,Lrrc23,EIF2B2,HTRA4,HSPA8,CAZA1,,CHMP1B
LPAR3,LOC101088078,LRRC59,EIF2B3,CSE1L,PLOD2,THIO,,CHMP2A
LPP,LOC101088377,LRRC6,EIF2B4,VPS4B,CALM1,COPB2,,CHMP2B
LRBA,LOC101088468,LRRC71,EIF2B5,PACSIN2,SEC61B,TXNL1,,CHMP3
LRPAP1,LOC101088681,Lrrfip1,EIF2D,FLOT2,HNRNPH1,CRIP2,,CHMP4A
LRRC23,LOC101088734,LRSAM1,EIF2S1,IGF2R,EIF2S3,LV104,,CHMP4B
LRRC40,LOC101088802,LTA4H,EIF2S2,ENSECAG00000031569,SNRPA,APEX1,,CHMP5
LRRC45,LOC101089008,LTN1,EIF2S3,GSK3B,NAP1L1,PSMD5,,CHMP6
LRRC59,LOC101089059,Lyn,EIF3A,SPATS2L,,TCPA,,CHORDC1
LRRC6,LOC101089263,Lztfl1,EIF3B,MINAR1,,IQGA2,,CHP1
LRRC71,LOC101089499,MACF1,EIF3D,KNG1,CHTOP,CAN1,,CHPF
LRRFIP1,LOC101089505,Maea,EIF3E,UBE2D3,TIMM23B,ROA1,,CHRAC1
LRSAM1,LOC101089914,MAGED2,EIF3F,H3C14,NUDT17,TCPG,,CHSY1
LSM8,LOC101090095,MAGT1,EIF3G,SND1,HNRNPL,RSSA,,CHTOP
LTA4H,LOC101090225,MAN1A2,EIF3I,CCDC6,CCT4,RAC1,,CHUK
LTF,LOC101090262,MAN2C1,EIF3K,ENSECAG00000019029,RPS2,ALBU,,CIAO1
LTN1,LOC101090556,Map1a,EIF3L,NNMT,PDE12,ACTN4,,CIAO2A
LZTFL1,LOC101090856,MAP1B,EIF3M,ENSECAG00000008746,CAPG,RS4X,,CIAO2B
M6PR,LOC101091006,MAP2K1,EIF4A1,DDX1,BAX,RS11,,CIAPIN1
MACF1,LOC101091022,MAP2K2,EIF4A2,DGKA,VDAC2,TGM2,,CIB1
MAGED2,LOC101091160,MAP2K3,EIF4B,FAM151B,PSME2,SPB5,,CILP
MAGOH,LOC101091307,Map3k5,EIF4E,ADPRH,RPL26,HS90B,,CIRBP
MAN2C1,LOC101091382,Mapk1,EIF4E2,SLC44A4,LMTK2,RL27,,CISD1
MANF,LOC101091499,MAPK14,EIF4G1,CYP2U1,B3GALT1,HS71A,,CISD2
MAP1A,LOC101091533,MAPK3,EIF4G2,TDRKH,,TEBP,,CKAP4
MAP1B,LOC101091579,MAPK8IP3,EIF4G3,DENR,CAPZA1,LASP1,,CKAP5
MAP2K1,LOC101091785,MAPKAP1,EIF4H,CD101,TFG,RL8,,CKB
MAP2K2,LOC101092025,MAPRE1,EIF5,RAP1GAP2,CHMP4B,RL19,,CKLF
MAP2K3,LOC101092274,MARCKS,EIF5A,MSL3,FSIP1,WDR1,,CKMT1A
MAP3K5,LOC101092516,MARS,EIF5B,GALK2,ACSS1,GALM,,CKMT1B
MAP4,LOC101092708,Mat2a,EIF6,ISG15,EIF3M,AATC,,CLASP1
MAP7D3,LOC101093016,MATN1,EIPR1,ETF1,EIF3L,RET4,,CLASP2
MAPK1,LOC101093519,MATN2,ELAVL1,PRRC1,GAPDH,ADHX,,CLC
MAPK14,LOC101093537,MCC,ELMO2,ANKS1A,ESRP1,INO1,,CLCN3
MAPK3,LOC101093772,mcts1,ELMO3,DDX17,MDH2,ROA2,,CLCN7
MAPK8IP3,LOC101093782,MDH1,ELOB,CTNNA1,CFL1,RS20,,CLDN6
MAPK9,LOC101093986,MEMO1,ELOC,LRP5,FBL,RL30,,CLEC11A
MAPRE1,LOC101094019,MFI2,ELP1,ENSECAG00000028562,EIF4G3,CYTB,,CLEC3B
MARCKS,LOC101094311,Mgea5,ELP2,HMGCS1,CAV1,RS18,,CLIC1
MARCKSL1,LOC101094346,Mgrn1,ELP3,NUDT16,DPYSL2,RL9,,CLIC2
MAT2A,LOC101094506,MIA3,EMC1,GNE,SRSF7,S10AB,,CLIC3
MATR3,LOC101094758,MIB1,EMD,PRPF19,OXER1,PHS,,CLIC4
MCTS1,LOC101094897,Mid1,EML1,TMSB4X ,HIST2H2AC,TCPH,,CLIC5
MDH1,LOC101095127,Mink1,EML2,ENSECAG00000017845,YBX1,SPSY,,CLINT1
MDH2,LOC101095404,MIOS,EML3,ENAH,RAC1,CAND1,,CLIP1
MELTF,LOC101095406,MKLN1,EML4,CDKN2C,AKR1B1,PRDX5,,CLIP2
MEMO1,LOC101095750,MLEC,EML6,PDIA4,HSPA9,RL12,,CLN5
MFGE8,LOC101096314,Mlf2,ENDOD1,PUS1,RPL10L,DHDH,,CLN8
MID1,LOC101096402,MMS19,ENDOG,DNAJC8,GLUD1,MOES,,CLNS1A
MIF,LOC101096492,MOB1A,ENO3,ENSECAG00000003599,CA3,RUVB1,,CLPB
MINK1,LOC101096497,MON2,ENPP4,CAMK2D,HIST1H1A,SND1,,CLPP
MIOS,LOC101096566,MPDZ,EPB41,ARMT1,LOC100687092,HPRT,,CLPTM1
MMS19,LOC101096742,MPP5,EPB41L1,ENSECAG00000013277,,A1BG,,CLPX
MON2,LOC101096808,MSN,EPB41L2,CORO1C,CFL2,K2C5,,CLSTN1
MPP5,LOC101096809,MTHFD1,EPB41L3,GMPR2,,PGAM1,,CLTA
MSLN,LOC101096871,Mthfr,EPB41L5,MYLK,GNG12,PLSL,,CLTB
MSN,LOC101096902,Mtmr2,EPCAM,LANCL2,ACTG1,CBR3,,CLTC
MTHFD1,LOC101096995,MTOR,EPM2AIP1,HYOU1,PTGES3,PSA6,,CLU
MTHFR,LOC101097024,MVB12A,EPN2,STAT6,DTD1,AL1A1,,CLUH
MTMR2,LOC101097497,MVB12B,EPN3,EDF1,ERP29,KCRB,,CLYBL
MTMR9,LOC101097701,MVP,EPPK1,COPB1,FLNB,NTF2,,CMA1
MTOR,LOC101098145,Myadm,EPRS1,MPI,COL1A2,K22E,,CMAS
MUC1,LOC101098159,MYCBP2,EPS15,CIRBP,GNAI2,HSP74,,CMBL
MUC4,LOC101098354,MYH10,EPS15L1,COPA,IGSF9,FABP5,,CMIP
MVB12A,LOC101098601,MYH14,EPS8L1,NAPA,NDUFC2,CLUS,,CMPK1
MVP,LOC101098644,MYH9,EPS8L2,CA1,PTGR1,ANT3,,CMPK2
MYCBP2,LOC101098747,MYL12A,EPX,EMILIN3,STX7,GSTP1,,CMTR1
MYDGF,LOC101098952,Myl6,ERAP1,NANS,RPL13A,CYBP,,CNBP
MYH10,LOC101098967,MYLK,ERC1,CLTCL1,,ACTB,,CNDP2
MYH11,LOC101099090,MYO18A,ERGIC1,PLG ,BBX,ARPC4,,CNIH4
MYH14,LOC101099222,MYO1B,ERGIC3,MAP2K6,METTL14,PNPH,,CNN1
MYH9,LOC101099268,MYO1C,ERI3,UBR4,LTBP2,TBB5,,CNN2
MYL3,LOC101099477,MYO1D,ERLEC1,GSPT1,RPL11,ITIH3,,CNN3
MYL6,LOC101099574,Myo1e,ERLIN2,FNTA,MYH9,UBA1,,CNOT1
MYL9,LOC101099622,MYO5A,ERP29,SOD1,,TAGL,,CNOT10
MYLK,LOC101099731,MYO5B,ERP44,CLNS1A,,GSTM1,,CNOT2
MYO18A,LOC101099773,MYO5C,ESD,PRKACB,HMGA1,PGK1,,CNOT3
MYO1B,LOC101099779,MYO6,ESR1,PSPH,MANF,TCPQ,,CNOT6L
MYO1C,LOC101099822,MYO9B,ESRP1,CFAP20,YWHAZ,ITIH2,,CNOT7
MYO1D,LOC101100226,MYOF,ESYT1,RPL39,ANXA7,SERA,,CNOT9
MYO1E,LOC101100259,NAALADL2,ESYT2,CCAR1,,1433T,,CNP
MYO5A,LOC101100486,naca,ETF1,STRAP,IDH3A,TRY1,,CNPY2
MYO5B,LOC101100574,NADSYN1,ETFA,SEPT9,,ADSV,,CNPY3
MYO6,LOC101100814,Nampt,ETFB,SERPINF1,PSMB3,TRFE,,CNPY4
MYO9B,LOC101100989,NANS,ETFDH,SNRPE,OTOF,TPPP3,,CNRIP1
MYOF,LOC101101125,NAP1L1,EVPL,BAX,MMP15,PARK7,,CNTN1
NAA10,LOC101101243,Nap1l4,EXOC1,TANK,CD44,TALDO,,CNTNAP1
NAALADL2,LOC101101494,NAPA,EXOC2,SDCBP,CAPNS1,ILEU,,COA3
NACA,LOC101101684,Napg,EXOC3,DR1,ENO1,GFPT1,,COA7
NADSYN1,LOC102899134,NBEA,EXOC4,PPME1,TIMM50,PCBP1,,COASY
NAGA,LOC102899210,NBEAL1,EXOC5,GMPR,EEF1A1,CO4,,COBLL1
NAMPT,LOC102899259,ncaldb,EXOC8,UBA3,EIF3F,LDHA,,COG1
NANS,LOC102899273,NCAPD2,EXOSC10,RAB11FIP1,NUCB2,TERA,,COG2
NAP1L1,LOC102899391,NCAPG,EXOSC2,WDR54,TUBB3,K1M1,,COG3
NAP1L4,LOC102900083,Ncdn,EXOSC3,TPK1,RPL7A,SODC,,COG4
NAPA,LOC102900754,NCEH1,EXOSC4,MVB12A,CCT3,RLA0L,,COG5
NAPG,LOC102901114,Nck1,EXOSC7,ATAD3A,UBE2D2,ENOA,,COG6
NAXE,LOC102901316,NCKAP1,EXOSC8,SETX,ECE1,CO3,,COG7
NBEA,LOC102901728,NCL,EXOSC9,RPL28,SLC25A6,S14L3,,COG8
NBEAL1,LOC102902086,NDRG2,EZR,ATP2C2,RPL5,CRYM,,COIL
NCDN,LOC102902599,NDUFS1,F10,EIF3D,KRT10,GDIB,,COL12A1
NCK1,LOC105259637,NDUFV1,F11,HRAS,FSCN1,K2C1,,COL14A1
NCKAP1,LOC105259663,NECAP2,F11R,PSMD9,M6PR,PRDX6,,COL15A1
NCL,LOC105259797,NEDD4L,F12,GGA1,WDR1,HMGB1,,COL17A1
NCS1,LOC105260228,NEK10,F13A1,NUDCD3,G3BP1,HSP7C,,COL18A1
NDRG1,LOC105260537,NEK9,F2,LYPLA1,GAPDHS,FETUA,,COL1A1
NDRG2,LOC105260540,NF1,F5,ENSECAG00000018050,LOC474938,TAGL2,,COL1A2
NECAP2,LOC105260541,Nf2,F9,ELOC,,AL9A1,,COL21A1
NEDD4L,LOC105260551,NFKB1,FABP3,FADD,BCAT2,FRIH,,COL28A1
NEK9,LOC105260573,NFKB2,FABP4,DIABLO,TAF15,HBB,,COL3A1
NELFB,LOC105260654,NGLY1,FADD,CRPPA,,ACOC,,COL4A1
NF2,LOC105260844,Nid1,FAF1,NCKAP1,ARPC4,ANXA8,,COL4A2
NFKB1,LOC105260977,NLN,FAF2,HNRNPH1,SNRPA1,PDXK,,COL4A3
NFKB2,LOC105261138,NME2P1,FAH,RABEP2,LMNA,EF1G,,COL4A6
NGLY1,LOC105261186,NMT1,FAHD2A,BABAM1,COX4I1,KPYM,,COL5A1
NID1,LONP1,NNT,FAIM,AMPD2,CAVIN1,IDHC,,COL5A2
NME7,LONRF3,NOMO1,FAM114A1,ENSECAG00000043666,NDUFB10,ANXA2,,COL5A3
NME9,LPAR3,Nos1,FAM114A2,VTA1,PRAF2,CAH2,,COL6A1
NMRK1,LRBA,NPC1L1,FAM120A,EIF3L,GARS,TTL12,,COL6A2
NMT1,LRGUK,NPEPPS,FAM120B,PEF1,RPL35A,K2C8,,COL6A3
NONO,LRIF1,Nploc4,FAM160B1,STMN2,KIF12,TRFL,,COL6A6
NPEPL1,LRIG1,Nptn,FAM162A,MAT2B,S100A11,HS74L,,COL7A1
NPEPPS,LRPAP1,NRBP1,FAM169A,ARPC5L,KRT14,PLMN,,COLEC11
NPLOC4,LRRC23,Nrd1,FAM172A,ACTN2,PSMA5,PEDF,,COLEC12
NPM1,LRRC34,Nsdhl,FAM3C,FABP5,OPTN,EF2,,COLGALT1
NPTN,LRRC40,Nsf,FAM91A1,PDCD6,LIMS1,EF1A1,,COMMD10
NRAS,LRRC45,Nt5c2,FAM98A,FAM114A1,FH,ACLY,,COMMD2
NRBP1,LRRFIP1,Ntn1,FARP1,SNRPD3,CA2,GELS,,COMMD3
NSF,LSM8,Nudc,FARSA,C7H11orf58,LOC612644,ARPC3,,COMMD4
NSFL1C,LTA4H,NUDCD1,FARSB,PPP3R1,PKM,K1C9,,COMMD5
NT5C2,LTF,NUMB,FBL,RAB5A,SDHA,LDHB,,COMMD6
NT5E,LYRM1,Nup214,FBLN2,XPO7,SH3PXD2B,PSA7,,COMMD8
NUCB1,M6PR,NUP93,FBXO22,PRMT1,HNRNPK,K1C19,,COMMD9
NUCB2,MAFK,OGDH,FBXO3,RTCB,KIF5B,HSPB1,,COMP
NUCKS1,magoh,OGT,FBXO7,RPS29,ACTR1A,MYH14,,COMT
NUDC,MAGOHB,Ola1,FBXW12,SLC34A2,SPCS3,K1C10,,COPA
NUDCD1,MAGT1,OLFM3,FBXW9,ENSECAG00000021090,ALYREF,G3P,,COPB1
NUMA1,MAK,Opa1,FCGRT,PFDN6,PGD,FKBP4,,COPB2
NUMB,MAN2B1,Oplah,FCHO2,RNPEP,P4HB,B2MG,,COPE
NUP214,MANF,OSBP,FDPS,MCTS1,SKP1,HEMO,,COPG1
NUP93,MAOA,Osbpl11,FDXR,EIF4G3,ETFA,TCPD,,COPG2
OGT,MAOB,OSBPL3,FECH,TP53RK,MAP1B,PRDX2,,COPS2
OLA1,MAP3K3,OSBPL9,FERMT1,ROCK1,PSAT1,1433G,,COPS3
OPLAH,MAP7D3,OTUB1,FERMT2,FIS1,VPS35,RAB2A,,COPS4
OSBP,MAP9,Otud7b,FERMT3,FAM98B,CLIC4,ANXA5,,COPS5
OSBPL3,MAPK15,Oxsr1,FGA,SUMO3,,TTHY,,COPS6
OSBPL9,MAPK9,P4HA1,FGB,PCNP,TRAP1,ANXA1,,COPS7A
OSCP1,MARC1,P4HB,FGFR1OP,TRAM1L1,,TKT,,COPS7B
OSMR,MARC2,PA2G4,FGG,CYFIP1,PSMD12,PLSI,,COPS8
OTUB1,MARS,Pabpc1,FGGY,FKBP5,KRT18,SAHH,,COPZ1
OVGP1,MAT2A,PABPC4,FH,ENSECAG00000023388,PGRMC2,HVM47,,COPZ2
OXSR1,MATR3,Pacrg,FHIT,GBA3,FAT1,ALDOA,,COQ5
P4HA1,MCCC1,Pacsin1,FHL1,PTPN11,PCBP2,CFAB,,COQ6
P4HB,MCCC2,PACSIN2,FHL2.1,ABI1,EEF1D,GDIR1,,COQ7
PA2G4,MDM1,PACSIN3,FHL3,WBP2,,ABHEB,,COQ8A
PABPC1,ME2,Padi2,FIBP,RPL27A,SPCS2,TBB4B,,COQ8B
PABPC4,ME3,Pafah1b1,FIS1,GNA11,SCP2,CNDP2,,COQ9
PACSIN1,MECP2,Pak2,FKBP15,ENSECAG00000042692,RAB21,CLH1,,CORO1A
PACSIN2,MECR,PAK4,FKBP1A,GLOD4,SFXN1,MDHC,,CORO1B
PADI2,MED14,PARD6B,FKBP2,SERPINF2,FKBP10,1433E,,CORO1C
PAFAH1B1,MELTF,PARK7,FKBP3,ENSECAG00000008542,CRIP2,RL7A,,CORO2A
PAICS,MESDC2,PARVA,FKBP4,DNM1L,PSMA7,DDAH2,,CORO2B
PAK2,MFGE8,PCBP1,FKBP5,RAD23A,SH3BGRL3,RS13,,CORO7
PAK4,MGST2,Pcbp2,FLII,ENSECAG00000039093,,EF1D,,COTL1
PARK7,MLEC,PCCB,FLNA,ACTG1,HNRNPU,EZRI,,COX19
PARP1,MLF1,PCM1,FLNB,EIF3G,CAPRIN1,PSA5,,COX20
PARVA,MLF2,PCSK5,FLNC,PURA,PSMB6,PPIB,,COX4I1
PCBP1,MLIP,Pcyox1,FLOT1,FAM120A,RAB7A,HNRPU,,COX5A
PCBP2,MORC1,Pdcd10,FLOT2,ARPC5,LOC100856765,HBA1,,COX5B
PCM1,MOSPD1,PDCD4,FMR1,RARRES2,DNAJB11,NDKB,,COX6B1
PDCD10,MPC2,Pdcd6,FN1,PPM1J,RPL24,ARP2,,COX6C
PDCD4,MPDU1,PDCD6IP,FNBP1L,ANXA2,RHOA,MYH9,,COX7A1
PDCD6,MPP2,PDE4DIP,FNTA,SWAP70,RPS9,TPIS,,COX7A2
PDCD6IP,MRTO4,Pde6d,FNTB,MARCKS,RPS25,HS90A,,COX7A2L
PDE4DIP,MSN,PDIA3,FOCAD,BANF1,LYPLA1,VP26A,,CP
PDE6D,MTCH1,PDIA4,FRY,CARHSP1,CAPZB,PA1B3,,CPA3
PDIA3,MTDH,Pdia6,FRYL,PDCD5,RPL17,PLTP,,CPB2
PDIA4,MTHFD1,Pdlim5,FSCN1,GAMT,TPM2,PEBP1,,CPD
PDIA5,MTMR9,PDZK1,FSD1L,PPP6R1,TCP1,G6PI,,CPM
PDIA6,MTOR,Pelo,FSTL1,BCL2A1,NUDT21,COF1,,CPN1
PDLIM1,MVP,Pepd,FTH1,ENSECAG00000013303,FNDC1,CAYP1,,CPN2
PDLIM5,MYBBP1A,Pfn2,FTL,ENSECAG00000029003,SLC25A11,1433B,,CPNE1
PDXK,MYDGF,Pgam1,FUBP1,TUBB,EEF1G,CFAH,,CPNE2
PDZK1,MYEF2,Pgm1,FUBP3,CRYM,FHL2,CAPZB,,CPNE3
PEBP1,MYH10,PGM2,FXR1,PEA15,STK17B,1433Z,,CPNE8
PELO,MYH11,Pgm5,FXR2,CAPG,TPM1,SEPT7,,CPOX
PEPD,MYH14,PGR,G3BP1.1,DPYD,GNAI3,ENPL,,CPPED1
PFKL,MYH9,PHB2,G6PD,PITHD1,,PPIA,,CPQ
PFKM,MYL1,PHKA1,GABARAP,FN3KRP,CNN1,QOR,,CPS1
PFN1,MYL3,Phka2,GABARAPL2,SEC14L3,COL3A1,RL18A,,CPSF1
PFN2,MYL6,PHKB,GABPA,RAB35,PSPH,APOA1,,CPSF2
PGAM1,MYL6B,Phpt1,GALE,THAP4,HYOU1,A1AT,,CPSF3
PGD,MYL9,Pi4k2a,GALK1,GPI,PDIA6,RB11A,,CPSF4
PGK1,MYLK,PI4KA,GALK2,TRAP1,LUZP2,TIG1,,CPSF6
PGM1,MYO1C,PICK1,GALM,APOC2,SPTAN1,CERU,,CPSF7
PGM2,MYO1D,Pigk,GALNS,BAG6,APOD,AOC3,,CPT1A
PGM5,MYO6,PIGR,GALNT1,RAB8B,TPT1,RS16,,CPT2
PGR,MYO9A,PIK3AP1,GALNT2,ACOT4,TUBA1B,PROF1,,CPVL
PHKA1,MYOF,PIK3C3,GALT,SH3GLB1,CNPY2,RS25,,CPXM1
PHKA2,NAA10,PIK3CA,GAMT,CARMIL1,SSR1,A2MG,,CPXM2
PHKB,NAGA,PIK3R4,GANAB,PRKAR1A,CBR3,ALBU,,CPZ
PHPT1,NAGLU,Pip4k2a,GAPDH,FTL,SLC3A2,K1C18,,CRABP2
PI4KA,NAP1L1,Pip4k2b,GAPVD1,NUDT9,RHOB,VTDB,,CRAT
PICK1,NAP1L4,PIP4K2C,GAR1,ENSECAG00000000097,KLHDC3,CLIC1,,CRBN
PIGR,NAPA,PITPNA,GARS1,MAT2A,ARL17A,AK1A1,,CREB1
PIK3AP1,NAPB,Pitpnb,GART,ARFIP1,MTHFD2,DHPR,,CREG1
PIK3C3,NARS,PKHD1L1,GATD1,SCRN3,UGDH,RAN,,CRELD1
PIK3CA,NAXE,Pkm,GCA,VPS25,ANXA6,PRDX1,,CRELD2
PIK3R4,NCCRP1,PKN1,GCC2,LSM2,CISD2,RL24,,CRIP1
PIP4K2A,NCKAP1,Pkn2,GCDH,TAGLN3,URB1,MIF,,CRIP2
PIP4K2B,NCL,PKP1,GCLC,ENO3,GNB2,OVGP1,,CRISP3
PIP4K2C,NCLN,PLAA,GCLM,ECPAS,AHNAK,RL40,,CRISPLD2
PITPNA,NCS1,Plcb1,GCN1,AFM,SHMT2,RS3A,,CRK
PITPNB,NDN,PLCB3,GDA,ENSECAG00000031302,PDLIM3,AL1A2,,CRKL
PKHD1L1,NDUFA12,PLCD1,GDI1,RAB14,PSMC1,F12AI,,CRMP1
PKM,NDUFA13,Plcg2,GDI2,AP2B1,RPS20,IQGA1,,CRNKL1
PKN1,NDUFA9,Plcxd3,GEMIN5,AAMDC,PSMD7,RS5,,CROCC
PKN2,NDUFB10,PLD1,GET3,PDIA6,LOC475937,DEST,,CROCC2
PLAA,NDUFB11,PLEC,GET4,PIP4K2C,ALAD,EF1D,,CRTAC1
PLCB1,NDUFB5,Plekha1,GFPT1,JPT2,RPL10A,SBP1,,CRTAP
PLCD1,NDUFB6,Pls1,GGA1,EIF3M,PPP2CB,OSTP,,CRYAB
PLCG2,NDUFS1,PLS3,GGA2,S100A6,CHCHD3,MIPT3,,CRYBG1
PLEC,NDUFS2,PLXNB2,GGACT,EIF4E,RPL19,HBA,,CRYL1
PLS1,NDUFS7,PNP,GGT5,NQO1,TPI1,RET4,,CRYZ
PLS3,NDUFS8,POC5,GIPC1,ENSECAG00000038332,TUBB4B,LV102,,CRYZL1
PLXNB2,NDUFV1,Polr2b,GIT1,PBDC1,PRDX6,GMPPB,,CS
PNP,NEFH,POR,GK,HSPA4L,HSP90AB1,RL19,,CSDE1
PODXL,NELFB,Postn,GLB1,ALDH1A1 ,ARHGDIA,PDC6I,,CSE1L
POLR2B,nfe2l3,PPA1,GLDC,IST1,MSN,RL7,,CSF1R
POSTN,NFIA,Ppfibp2,GLG1,HSPA1L,LOC102151511,DHDH,,CSH1
PPA1,NID1,PPIA,GLIPR2,WNK1,RPS27,PSA3,,CSK
PPFIBP2,NID2,Ppib,GLMN,VASP,KRT1,ARF4,,CSNK1A1
PPIA,NIFK,PPL,GLO1,HBA ,YBX3,6PGL,,CSNK2A1
PPIB,NLRC4,Ppm1b,GLOD4,EED,RBPMS,CK070,,CSNK2A2
PPL,NME1,Ppme1,GLRX,UBA2,UBE2K,RL11,,CSNK2B
PPM1B,NME7,Ppp1cb,GLRX3,EIF6,RPLP2,PSA4,,CSPG4
PPME1,NME9,ppp1cc-b,GLS,RPL21,TUBB6,HNRPU,,CSRP1
PPP1CB,NMRK1,PPP1R12A,GLUD1,IQGAP2,RPL18,RL6,,CSRP2
PPP1R12A,NNT,PPP1R21,GLUL,RPS28,NIPSNAP2,PYGL,,CST3
PPP1R16A,NOLC1,Ppp1r7,GM2A,CD81,COL1A1,PTGR1,,CSTB
PPP1R21,nomo3,Ppp1r9a,GMDS,ENSECAG00000006082,HIST1H1C,DX39B,,CSTF1
PPP1R7,NONO,PPP1R9B,GMFB,ENSECAG00000006417,UCHL1,CAH1,,CSTF2
PPP2CA,NOP56,PPP2CA,GMPPA,CFL2,PI4KA,IAH1,,CSTF2T
PPP2R1A,NPEPL1,Ppp2r1a,GMPPB,HSPA2,CCT8,GSTO1,,CSTF3
PPP2R1B,NPEPPS,Ppp2r1b,GMPR,VTN,GPX8,AN32A,,CTBP1
PPP2R2A,NPM1,Ppp2r2a,GMPS,SYPL1,EZR,COPG1,,CTBP2
PPP2R5A,NPTN,PPP2R4,GNA11,WIPF3,FKBP4,UBE2N,,CTBS
PPP2R5D,nptxr,Ppp2r5a,GNA13,PTGES3,CCT5,CI064,,CTDNEP1
PPP2R5E,NRAS,PPP2R5D,GNAI2,SNF8,CDC42,PDIA3,,CTDSP1
PPP4R1,NSF,Ppp2r5e,GNAI3,L3HYPDH,PRDX2,CH3L1,,CTDSPL2
PPP5C,NSFL1C,PPP4R1,GNAS,EHD1,LOC102153759,PSA1,,CTIF
PPP6C,NT5E,Ppp5c,GNB1,CBR3,YWHAB,CAZA1,,CTNNA1
PPP6R3,NUCB1,Ppp6c,GNB2,ASPSCR1,LOC606772,THIO,,CTNNAL1
PRDX1,NUCB2,PPP6R3,GNB4,LSM8,ARPC2,CRIP2,,CTNNB1
PRDX2,NUCKS1,Prdx1,GNE,AAMDC,ATP5F1D,LV104,,CTNNBL1
PRDX4,NUDC,PRDX4,GNL1,FBXO7,HSPA4,RL27,,CTNND1
PRDX6,NUMA1,PREB,GNPAT,PRKCA,ITGB1,APEX1,,CTPS1
PREP,NUP210,PREP,GNPDA1,SERPING1,PGAM1,PSMD5,,CTPS2
PRKAA1,NUP93,Prkaa1,GNPDA2,VPS35,EIF3K,IQGA2,,CTR9
PRKAB1,OAT,PRKAB1,GNPNAT1,ENSECAG00000036819,TAGLN,CAN1,,CTSA
PRKACA,ODF2,Prkaca,GNS,ENSECAG00000030892,PDLIM5,ARP2,,CTSB
PRKACB,ODF3B,PRKACB,GOLGA2,ENSECAG00000020136,DCAF12,ROA1,,CTSC
PRKAG1,OGDH,PRKACG,GOLGA3,RTRAF,MYL6B,GALM,,CTSD
PRKAR1A,OPA1,PRKAG1,GOLGA4,P4HB,PABPC1,ALBU,,CTSG
PRKAR2A,OS9,Prkar1a,GOLGB1,AASDHPPT,DLST,ACTN4,,CTSH
PRKAR2B,OSMR,PRKAR2A,GOLM1,LRP2,RAB1B,RS4X,,CTSL
PRKCA,OVGP1,Prkar2b,GOLPH3,BPNT1,RAB10,SPB5,,CTSS
PRKCD,OXSR1,Prkca,GOLPH3L,EIF3E,TBCC,TEBP,,CTSZ
PRKCI,P4HA1,PRKCD,GOPC,GNG12,CCT6A,LASP1,,CTTN
PRKD2,P4HB,Prkcg,GORASP2,PDIA3,RPL28,RL8,,CTTNBP2NL
PRMT1,PA2G4,PRKCI,GOT1,ENSECAG00000029003,PREP,WDR1,,CUL1
PRMT5,PABPC1,PRKD1,GOT2,ENSECAG00000032188,SEC23B,RS11,,CUL2
PROM1,PABPC1L,PRKD2,GPCPD1,UBAP2L,SFPQ,INO1,,CUL3
PRPF8,PABPC4,PRKD3,GPD1L,ACTB ,COL5A1,RS20,,CUL4B
PRPS1,PACRG,Prmt1,GPD2,SH3BGRL3,ANXA11,RL30,,CUL5
PRPS2,PACSIN2,prmt1-a,GPHN,ENSECAG00000021789,GSTP1,CYTB,,CUL7
PRPSAP1,PAFAH1B1,PRMT5,GPI,SPI2,CALD1,RS18,,CUSTOS
PRPSAP2,PAICS,Prpf8,GPNMB,PPP1CA,HPRT1,RL9,,CUTA
PRRC1,PARK7,Prps1,GPRC5A,FBP1,RELL2,TCPA,,CUTC
PSAT1,PARP1,prps2,GPRC5C,GSTA3,RPL18A,PHS,,CUX1
PSMA1,PARP6,Prpsap1,GPT,RALB,RPS27A,TCPG,,CWC15
PSMA3,PATE2,Prpsap2,GPX1,LYPLAL1,MGA,RS8,,CWC27
PSMA4,PCBP1,PRRC1,GPX2,SCAMP2,GPI,TCPH,,CWF19L1
PSMA5,PCBP2,PSAT1,GPX3,PIP4K2C,TMED10,HSP74,,CXADR
PSMA6,PCBP3,PSMA1,GPX4,KRT77,PYCR1,SPSY,,CYB5A
PSMA7,PCCA,Psma2,GRB2,FERMT2,LDHA,SEPT7,,CYB5B
PSMB1,PCED1A,Psma3,GRHPR,ENSECAG00000013269,ATP5F1A,CAND1,,CYB5R1
PSMB3,PCED1B,Psma4,GRIPAP1,DNAH9,MFGE8,RL12,,CYB5R2
PSMB5,PCM1,Psma5,GSK3B,FBXW9,EIF5A,MOES,,CYB5R3
PSMB6,PDCD6,Psma6,GSN,UBE2I,LUC7L,RUVB1,,CYBB
PSMB7,PDCD6IP,Psma7,GSN.1,HNRNPDL,ECHS1,HPRT,,CYBC1
PSMC1,PDHA1,PSMB1,GSR,KRT1,CS,LDHA,,CYBRD1
PSMC2,PDHB,Psmb3,GSS,USO1,HSP90AA1,SAHH,,CYC1
PSMC3,PDIA3,PSMB5,GSTA1,ACTBL2,SEC23A,RL18A,,CYCS
PSMC4,PDIA4,PSMB6,GSTK1,HBA,DYNC1H1,1433G,,CYFIP1
