p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
4.75154694146195e-35	0.509330197863099	1	0.97	1.36944334399875e-30	EarlyTE	ENSMODG00000018502
6.54755950853507e-33	0.500102296107116	1	0.884	1.88707212595489e-28	EarlyTE	ENSMODG00000003102
3.6019827037049e-47	0.493088493488947	0.991	0.669	1.03812743503479e-42	EarlyTE	ENSMODG00000009116
4.94890579666721e-37	0.489614521183964	1	0.871	1.42632413965746e-32	EarlyTE	ENSMODG00000003633
4.23549466677765e-19	0.48738842132523	1	0.994	1.22071191791199e-14	EarlyTE	ENSMODG00000014911
5.46577656469512e-21	0.483677710813568	0.991	0.874	1.57529146371078e-16	EarlyTE	ENSMODG00000014238
1.86032186017222e-16	0.482705008696962	1	0.982	5.36163363320236e-12	EarlyTE	ENSMODG00000001883
8.54673720139212e-23	0.482593424298466	1	0.943	2.46325512881322e-18	EarlyTE	ENSMODG00000014427
2.37352403137483e-34	0.481261175998453	1	0.981	6.8407336108254e-30	EarlyTE	ENSMODG00000010348
2.32242852675274e-27	0.481148141687195	1	0.942	6.69347125695407e-23	EarlyTE	ENSMODG00000015807
8.89311496359778e-35	0.476289669082714	1	0.978	2.56308466365852e-30	EarlyTE	ENSMODG00000023331
2.60675523804731e-16	0.473928897250093	1	0.895	7.51292927157615e-12	EarlyTE	ENSMODG00000025753
9.2105642612181e-34	0.472885185318919	1	0.976	2.65457672572567e-29	EarlyTE	ENSMODG00000007636
1.73235521160697e-16	0.469844801301295	1	0.946	4.99282095537246e-12	EarlyTE	ENSMODG00000019813
4.14939897029136e-23	0.46456637311622	1	0.994	1.19589827722767e-18	EarlyTE	ENSMODG00000014803
6.96927817805989e-35	0.464232580667935	1	0.737	2.00861566369864e-30	EarlyTE	ENSMODG00000014085
8.33965451691755e-34	0.462248053664539	1	0.974	2.40357182832081e-29	EarlyTE	ENSMODG00000012906
1.17739462644108e-39	0.458381643782299	1	0.957	3.39336905286585e-35	EarlyTE	ENSMODG00000009450
6.98990994299699e-29	0.457368204470079	1	0.88	2.01456194467116e-24	EarlyTE	ENSMODG00000012954
1.18150314610687e-11	0.454184049515743	1	0.898	3.40521021739461e-07	EarlyTE	ENSMODG00000029146
2.36479077639513e-11	0.452009288615245	1	0.898	6.81556349664841e-07	EarlyTE	ENSMODG00000022941
3.62447082462178e-26	0.450959701780121	1	0.848	1.04460873636424e-21	EarlyTE	ENSMODG00000012467
6.6433306867518e-38	0.449883913202854	1	0.788	1.91467433722874e-33	EarlyTE	ENSMODG00000019226
3.46854142551427e-22	0.449840624830338	1	1	9.99668324247469e-18	EarlyTE	ENSMODG00000008391
7.25281185869336e-32	0.449435629887991	1	0.924	2.09033290579401e-27	EarlyTE	ENSMODG00000002176
7.21767836266713e-13	0.445807036702099	1	0.963	2.08020708090429e-08	EarlyTE	ENSMODG00000000207
6.50901700472031e-18	0.443186960090351	1	1	1.87596379093044e-13	EarlyTE	ENSMODG00000009825
7.04631859006559e-17	0.442139203275621	1	0.943	2.0308194808428e-12	EarlyTE	ENSMODG00000017509
1.0946968242602e-32	0.442089985088812	1	0.968	3.15502571720032e-28	EarlyTE	ENSMODG00000008985
4.67187043680983e-30	0.440722568605156	1	0.988	1.34647977859296e-25	EarlyTE	ENSMODG00000007997
3.0295287076123e-29	0.437810298840988	1	0.967	8.7314046882094e-25	EarlyTE	ENSMODG00000012773
2.54024040306371e-17	0.435645240622555	1	0.97	7.32122686566991e-13	EarlyTE	ENSMODG00000014091
1.25838632977472e-28	0.435486609002381	1	0.893	3.62679524104372e-24	EarlyTE	ENSMODG00000012059
6.94209050298429e-29	0.433780360432337	1	0.946	2.0007799038651e-24	EarlyTE	ENSMODG00000002355
1.15133947786373e-24	0.429731348364546	1	0.978	3.31827550915106e-20	EarlyTE	ENSMODG00000023729
4.48807619490049e-19	0.425758531481754	1	0.989	1.29350844013227e-14	EarlyTE	ENSMODG00000002682
5.32418959409633e-23	0.421355373318993	1	0.811	1.5344846829145e-18	EarlyTE	ENSMODG00000011243
1.64457108682358e-38	0.42049131640283	1	0.907	4.73981832933425e-34	EarlyTE	ENSMODG00000009542
1.14895666839732e-29	0.417073251818846	1	1	3.3114080139879e-25	EarlyTE	ENSMODG00000006461
1.69553011372658e-20	0.416172592020527	1	0.988	4.88668734077137e-16	EarlyTE	ENSMODG00000011530
1.30575067300171e-25	0.415376152038476	1	0.935	3.76330401465824e-21	EarlyTE	ENSMODG00000003251
2.45691980790482e-32	0.412044767537242	1	0.975	7.08108857836248e-28	EarlyTE	ENSMODG00000000878
5.4230258044401e-29	0.411916177594758	1	0.957	1.56297026709768e-24	EarlyTE	ENSMODG00000003993
1.28445023800877e-33	0.411283752281399	1	0.929	3.70191403096507e-29	EarlyTE	ENSMODG00000002970
6.24969837777503e-23	0.4099860840924	1	0.913	1.80122556945854e-18	EarlyTE	ENSMODG00000001219
1.15037708497875e-30	0.407592379209188	1	0.975	3.31550179661726e-26	EarlyTE	ENSMODG00000007908
2.96940027203458e-24	0.400951684662269	1	0.851	8.55810852403086e-20	EarlyTE	ENSMODG00000000228
1.93707854902314e-28	0.400546391589352	1	0.952	5.58285408613959e-24	EarlyTE	ENSMODG00000018340
3.67416794501804e-17	0.400416458030168	1	0.963	1.05893194343365e-12	EarlyTE	ENSMODG00000001876
1.04626149126848e-20	0.400056351126316	1	0.996	3.01543024398488e-16	EarlyTE	ENSMODG00000007832
2.53119256075053e-21	0.398165731100976	1	0.985	7.29515007933912e-17	EarlyTE	ENSMODG00000015696
3.17143899761168e-18	0.393213053980194	0.982	0.842	9.14040433501663e-14	EarlyTE	ENSMODG00000016845
7.85313530199797e-21	0.392914948357782	1	1	2.26335212538884e-16	EarlyTE	ENSMODG00000005722
6.89989660954684e-35	0.391365994122727	1	0.999	1.98861920183749e-30	EarlyTE	ENSMODG00000008305
2.20208472459985e-28	0.390035215042266	0.991	0.873	6.34662838476924e-24	EarlyTE	ENSMODG00000017111
1.35921215361882e-21	0.387318882501113	1	0.967	3.91738534794479e-17	EarlyTE	ENSMODG00000017197
2.67987658745513e-52	0.386160072461172	1	0.68	7.72367231270442e-48	EarlyTE	ENSMODG00000016735
1.26924627679508e-34	0.385229770794287	1	0.892	3.65809469435109e-30	EarlyTE	ENSMODG00000024084
4.44110286522285e-33	0.384342809408817	0.991	0.752	1.27997025678588e-28	EarlyTE	ENSMODG00000012413
1.19461988801009e-19	0.38386220172311	1	1	3.44301397923389e-15	EarlyTE	ENSMODG00000027768
4.45827029515546e-32	0.383730295331963	1	0.997	1.28491808176675e-27	EarlyTE	ENSMODG00000012709
1.66614031287959e-28	0.380179977891512	0.991	0.945	4.80198299575027e-24	EarlyTE	ENSMODG00000016736
6.46852739719301e-31	0.377238820369017	1	0.997	1.864294281145e-26	EarlyTE	ENSMODG00000011238
5.65934006245969e-15	0.376360858933763	1	0.999	1.63107839940151e-10	EarlyTE	ENSMODG00000011980
1.95886101085776e-33	0.376147995410424	1	0.999	5.64563331939316e-29	EarlyTE	ENSMODG00000005086
1.0530138240098e-24	0.375357225754541	1	0.968	3.03489114217864e-20	EarlyTE	ENSMODG00000012879
4.91751261081357e-31	0.372325591032276	1	1	1.41727630956258e-26	EarlyTE	ENSMODG00000021272
2.67110141779972e-18	0.368732257055051	1	0.975	7.69838139624058e-14	EarlyTE	ENSMODG00000018802
5.07662040953985e-15	0.367930672677202	1	0.999	1.46313276823348e-10	EarlyTE	ENSMODG00000018164
1.052714219316e-21	0.367824486291104	1	0.974	3.03402765149065e-17	EarlyTE	ENSMODG00000014882
4.09601923889805e-22	0.366061700696794	1	0.885	1.18051370484281e-17	EarlyTE	ENSMODG00000011179
1.09851504266931e-16	0.360877061583787	1	0.978	3.16603020447721e-12	EarlyTE	ENSMODG00000018300
4.94358163688279e-23	0.36071647476442	1	0.993	1.42478966356599e-18	EarlyTE	ENSMODG00000002730
1.96216510161388e-24	0.360653376070944	0.982	0.786	5.65515603936135e-20	EarlyTE	ENSMODG00000028213
1.50732391976429e-23	0.360626470521846	0.954	0.635	4.34425826915266e-19	EarlyTE	ENSMODG00000031987
4.68869322000804e-43	0.359289007107859	1	0.982	1.35132827293852e-38	EarlyTE	ENSMODG00000002175
4.46827944742956e-16	0.358007415334262	1	0.986	1.28780281954367e-11	EarlyTE	ENSMODG00000019764
5.63453942767922e-33	0.355608203665352	0.872	0.391	1.62393060845143e-28	EarlyTE	ENSMODG00000024090
2.87407401891663e-21	0.353605742674146	1	0.999	8.28336872991961e-17	EarlyTE	ENSMODG00000005134
1.39265360046033e-20	0.353165019060615	1	1	4.01376694188673e-16	EarlyTE	ENSMODG00000003000
2.99226032487356e-20	0.351854307450114	1	1	8.62399348231808e-16	EarlyTE	ENSMODG00000011642
2.35113047226434e-27	0.351692703351518	1	0.999	6.77619313411306e-23	EarlyTE	ENSMODG00000020599
3.32506222888714e-20	0.350967257847398	1	0.87	9.58316184987563e-16	EarlyTE	ENSMODG00000021165
2.06340037068372e-20	0.348881154405503	1	0.985	5.94692620834755e-16	EarlyTE	ENSMODG00000010248
2.36106051821759e-21	0.348465803513409	1	0.999	6.80481251955491e-17	EarlyTE	ENSMODG00000001015
3.86324759361092e-29	0.347292150994234	1	0.989	1.1134265889546e-24	EarlyTE	ENSMODG00000016033
3.00249852497131e-25	0.347166174911647	1	1	8.65350099881981e-21	EarlyTE	ENSMODG00000025764
8.31074104923673e-30	0.346633401239383	0.991	0.932	2.39523867780052e-25	EarlyTE	ENSMODG00000003196
3.14350563241142e-15	0.345195472834278	0.991	0.889	9.05989758317296e-11	EarlyTE	ENSMODG00000006521
6.5864768707625e-32	0.345074809912224	1	0.989	1.89828849892246e-27	EarlyTE	ENSMODG00000018705
4.01793555167771e-10	0.344955343011004	1	0.996	1.15800920534903e-05	EarlyTE	ENSMODG00000001895
1.77912799694524e-31	0.344560680583023	1	0.833	5.12762479999589e-27	EarlyTE	ENSMODG00000017118
4.97820160761192e-24	0.342481127810442	1	0.914	1.43476748532983e-19	EarlyTE	ENSMODG00000006375
1.5409114985247e-19	0.340925392429122	1	0.934	4.44106102989804e-15	EarlyTE	ENSMODG00000024373
6.26276538930535e-28	0.339021024286642	1	0.689	1.80499161285169e-23	EarlyTE	ENSMODG00000013633
1.19160615682272e-23	0.338996132550049	1	0.981	3.43432810457875e-19	EarlyTE	ENSMODG00000001316
4.70630077870706e-27	0.3383598163951	1	0.996	1.35640294743116e-22	EarlyTE	ENSMODG00000008117
3.66105819533807e-31	0.337152416637988	1	0.889	1.05515358247838e-26	EarlyTE	ENSMODG00000004225
2.90814895063892e-22	0.33461279584793	1	0.787	8.38157609063644e-18	EarlyTE	ENSMODG00000017898
1.73812282690403e-21	0.333824045685709	1	0.957	5.0094437994201e-17	EarlyTE	ENSMODG00000015443
3.72108546034465e-13	0.332150864316862	1	1	1.07245404052593e-08	EarlyTE	ENSMODG00000002234
4.59819419731077e-11	0.331074272492756	1	1	1.32524554960694e-06	EarlyTE	ENSMODG00000000101
4.13479013160654e-24	0.330935292239542	0.982	0.914	1.19168786383032e-19	EarlyTE	ENSMODG00000011216
6.68127167110197e-18	0.330452323503216	1	0.99	1.9256093083283e-13	EarlyTE	ENSMODG00000011500
5.2597336132426e-24	0.330030165643831	1	0.967	1.51590782467265e-19	EarlyTE	ENSMODG00000007316
1.1579083317009e-15	0.328924076804492	1	0.996	3.33720760279515e-11	EarlyTE	ENSMODG00000005318
3.81875936088487e-27	0.327394474613183	0.982	0.722	1.10060463540063e-22	EarlyTE	ENSMODG00000005019
3.23041458112154e-18	0.32689056524346	1	0.936	9.31037786425038e-14	EarlyTE	ENSMODG00000001771
8.44685483154754e-19	0.324688467604838	0.963	0.741	2.43446803100032e-14	EarlyTE	ENSMODG00000014219
4.35967985291017e-14	0.32452529728521	1	0.939	1.25650333040724e-09	EarlyTE	ENSMODG00000015607
2.14779781437692e-10	0.323331377751297	1	1	6.19016808081573e-06	EarlyTE	ENSMODG00000012296
3.08674937867971e-17	0.322359339865298	1	0.996	8.8963203842928e-13	EarlyTE	ENSMODG00000015789
1.86804719813721e-19	0.321548346710888	1	0.918	5.38389882975125e-15	EarlyTE	ENSMODG00000007037
1.48593426581584e-34	0.321433367032965	1	0.878	4.28261114750783e-30	EarlyTE	ENSMODG00000000651
1.34554219719113e-07	0.320834807424204	1	1	0.00387798716652456	EarlyTE	ENSMODG00000006544
2.65595294982313e-17	0.319967795673872	1	0.982	7.65472199668525e-13	EarlyTE	ENSMODG00000007194
1.22137676943446e-25	0.319233506397648	1	0.993	3.52012998718704e-21	EarlyTE	ENSMODG00000008824
4.26294353689371e-18	0.319145304243639	1	0.997	1.22862295676814e-13	EarlyTE	ENSMODG00000009055
6.69910737883306e-19	0.318523126967721	1	0.981	1.93074973765348e-14	EarlyTE	ENSMODG00000010461
8.33852740555322e-23	0.318494289102321	1	0.971	2.40324698355449e-18	EarlyTE	ENSMODG00000012139
8.03215284893139e-23	0.3165085189499	1	0.999	2.31494677259052e-18	EarlyTE	ENSMODG00000018599
4.71633823913601e-24	0.314232079472605	1	0.934	1.35929584390139e-19	EarlyTE	ENSMODG00000014876
8.53921690411152e-17	0.313919861847833	1	0.932	2.46108770393398e-12	EarlyTE	ENSMODG00000006498
5.51857447324838e-21	0.313842207924819	1	1	1.59050834893491e-16	EarlyTE	ENSMODG00000003241
4.72710611306251e-11	0.31217618720541	1	0.935	1.36239925284574e-06	EarlyTE	ENSMODG00000016708
2.14584297996853e-43	0.310837552133477	1	1	6.1845340525673e-39	EarlyTE	ENSMODG00000000185
1.7158060865004e-13	0.309197077467268	1	0.978	4.94512472190279e-09	EarlyTE	ENSMODG00000015240
1.1291124092283e-17	0.308938984706612	1	0.996	3.25421487463688e-13	EarlyTE	ENSMODG00000011140
4.94682333725164e-22	0.308270624207208	1	0.994	1.4257239540293e-17	EarlyTE	ENSMODG00000007335
2.57057431336048e-12	0.307571238086975	1	0.999	7.40865222853623e-08	EarlyTE	ENSMODG00000017760
1.53931759783487e-19	0.307118759324798	1	0.931	4.43646724871987e-15	EarlyTE	ENSMODG00000015078
1.39116641887679e-14	0.306748338939918	1	0.988	4.00948073584479e-10	EarlyTE	ENSMODG00000019497
1.55030151930649e-31	0.306188479328296	1	0.921	4.46812400879322e-27	EarlyTE	ENSMODG00000011684
3.21349900906587e-17	0.305890864124912	1	1	9.26162549402875e-13	EarlyTE	ENSMODG00000008079
1.30746960255606e-22	0.30586233564035	1	1	3.76825814152681e-18	EarlyTE	ENSMODG00000015747
1.06832601764991e-24	0.305483511572032	1	0.849	3.0790224154688e-20	EarlyTE	ENSMODG00000002815
1.66523860755418e-50	0.304620541437475	1	0.672	4.7993841908319e-46	EarlyTE	ENSMODG00000009021
9.22692188323321e-22	0.304548860764351	0.991	0.804	2.65929115596664e-17	EarlyTE	ENSMODG00000007066
2.96723824632243e-09	0.304483442625787	1	0.946	8.55187734972589e-05	EarlyTE	ENSMODG00000003119
3.00755423160772e-16	0.302414891620903	1	0.999	8.66807205091662e-12	EarlyTE	ENSMODG00000009549
1.05778603438622e-15	0.300312717994929	1	0.996	3.04864512970453e-11	EarlyTE	ENSMODG00000018151
3.01186482895184e-12	0.29952447221454	1	1	8.68049562352209e-08	EarlyTE	ENSMODG00000015439
8.63171360566827e-19	0.297330376704258	1	0.999	2.48774617828965e-14	EarlyTE	ENSMODG00000012784
1.22157962629784e-23	0.297005563395057	0.991	0.759	3.520714640953e-19	EarlyTE	ENSMODG00000007664
1.85287316070217e-20	0.293618967939442	0.991	0.689	5.34016573645973e-16	EarlyTE	ENSMODG00000025351
2.38810574851127e-22	0.291170165746372	1	0.985	6.88275957778432e-18	EarlyTE	ENSMODG00000017742
7.3838648889009e-16	0.290295435077054	1	0.999	2.12810369963013e-11	EarlyTE	ENSMODG00000005035
4.57567422546292e-19	0.290141524776793	1	0.992	1.31875506852067e-14	EarlyTE	ENSMODG00000005358
5.9599152761185e-22	0.289906404271915	0.991	0.954	1.71770718173011e-17	EarlyTE	ENSMODG00000014886
4.36405084343997e-14	0.289810735629286	1	1	1.25776309358783e-09	EarlyTE	ENSMODG00000008520
2.50463224442987e-21	0.289543249099806	0.963	0.714	7.21860059167133e-17	EarlyTE	ENSMODG00000024731
2.93372402364901e-13	0.28865201695194	1	0.993	8.45528600855882e-09	EarlyTE	ENSMODG00000017260
6.15892523384906e-17	0.287490029878779	1	0.963	1.77506384164764e-12	EarlyTE	ENSMODG00000013272
4.83924455943154e-23	0.287162731830678	1	0.997	1.39471867447376e-18	EarlyTE	ENSMODG00000007725
1.57250435781651e-21	0.286471095640716	1	0.95	4.53211480966297e-17	EarlyTE	ENSMODG00000017676
3.20564054031256e-16	0.286265893510243	1	0.999	9.23897660123483e-12	EarlyTE	ENSMODG00000004591
1.07133512682515e-20	0.283889124507838	1	0.974	3.08769496902275e-16	EarlyTE	ENSMODG00000005859
6.80779934861228e-14	0.283875512603107	1	0.982	1.96207585026354e-09	EarlyTE	ENSMODG00000002844
4.91644189902155e-18	0.282944032041439	1	0.916	1.416967719717e-13	EarlyTE	ENSMODG00000021431
1.12865887120009e-11	0.282571102154013	1	0.982	3.25290773268578e-07	EarlyTE	ENSMODG00000015227
1.44259457008048e-11	0.28215937975081	1	1	4.15770181042896e-07	EarlyTE	ENSMODG00000007582
9.82806094639666e-16	0.282056652751024	1	0.974	2.83254544536098e-11	EarlyTE	ENSMODG00000002868
8.47554539694217e-25	0.28116200208776	1	0.97	2.4427369388527e-20	EarlyTE	ENSMODG00000020418
1.27985597068898e-14	0.279897902989259	1	0.946	3.68867289312271e-10	EarlyTE	ENSMODG00000008817
5.14347528554007e-11	0.279234806631632	1	0.997	1.4824010120455e-06	EarlyTE	ENSMODG00000014738
3.11821437017124e-22	0.278801742410688	1	0.961	8.98700563627053e-18	EarlyTE	ENSMODG00000014294
2.59846155313263e-15	0.277825052178858	1	0.981	7.48902604228355e-11	EarlyTE	ENSMODG00000017036
3.43676090639152e-19	0.277267083578314	1	1	9.90508860831099e-15	EarlyTE	ENSMODG00000006222
3.93449771440165e-32	0.276317365837697	1	0.791	1.1339615862677e-27	EarlyTE	ENSMODG00000000883
1.37933758125502e-13	0.276082369170902	1	1	3.9753888429351e-09	EarlyTE	ENSMODG00000023369
3.1061232727222e-15	0.275842659970172	1	0.992	8.95215788431265e-11	EarlyTE	ENSMODG00000007142
4.01519265854779e-20	0.27583402778892	1	0.91	1.15721867612006e-15	EarlyTE	ENSMODG00000030252
1.22143063498578e-28	0.27462442076796	0.991	0.777	3.52028523309251e-24	EarlyTE	ENSMODG00000006471
6.3787841212285e-14	0.273972053661916	1	1	1.83842937157927e-09	EarlyTE	ENSMODG00000002647
4.069881133205e-16	0.273682906449353	1	0.957	1.17298044140101e-11	EarlyTE	ENSMODG00000013535
1.27382731864296e-18	0.272269781396301	0.991	0.913	3.67129771506087e-14	EarlyTE	ENSMODG00000019006
1.60256987212356e-10	0.271986091543273	1	0.992	4.61876662844732e-06	EarlyTE	ENSMODG00000006270
8.72418003795671e-15	0.271411310262285	1	0.992	2.5143959287395e-10	EarlyTE	ENSMODG00000005314
4.60783530088432e-18	0.27108285411835	1	0.965	1.32802421206787e-13	EarlyTE	ENSMODG00000005444
1.10796764148152e-25	0.270329752676832	1	0.942	3.19327353951388e-21	EarlyTE	ENSMODG00000009503
3.89187814738255e-15	0.268771706731444	1	0.982	1.12167820085712e-10	EarlyTE	ENSMODG00000014415
3.69617717368388e-24	0.268542934301076	1	0.985	1.06527522322743e-19	EarlyTE	ENSMODG00000010287
1.48524588818264e-16	0.26738267897599	1	0.986	4.28062717433119e-12	EarlyTE	ENSMODG00000017159
7.21219239008776e-19	0.266078194937836	1	0.95	2.07862596874719e-14	EarlyTE	ENSMODG00000009061
4.81183467789054e-26	0.265558714051424	0.991	0.833	1.38681887251483e-21	EarlyTE	ENSMODG00000012839
1.34496540141779e-08	0.264450124057773	1	0.928	0.000387632478342622	EarlyTE	ENSMODG00000000492
8.36897937673543e-26	0.264335614418292	0.972	0.689	2.41202354616892e-21	EarlyTE	ENSMODG00000008096
2.97797747982853e-11	0.26422189348691	1	0.961	8.5828288946138e-07	EarlyTE	ENSMODG00000014239
3.00819578558008e-18	0.262339775242375	0.991	0.799	8.66992107362035e-14	EarlyTE	ENSMODG00000002551
1.74278181028431e-21	0.262330617491965	0.844	0.48	5.02287145542042e-17	EarlyTE	ENSMODG00000018120
5.52670280637293e-09	0.261747773300555	1	1	0.000159285101582474	EarlyTE	ENSMODG00000009520
9.04053631344126e-16	0.261406686316686	1	0.978	2.60557297089691e-11	EarlyTE	ENSMODG00000004322
2.38131280405202e-09	0.261253858617568	1	0.925	6.86318163255833e-05	EarlyTE	ENSMODG00000000545
1.48526221723166e-13	0.261208717659118	1	0.996	4.28067423628336e-09	EarlyTE	ENSMODG00000000820
1.2815273164054e-17	0.260931521122183	0.982	0.794	3.693489878612e-13	EarlyTE	ENSMODG00000001084
6.341008017319e-18	0.260080353609077	1	1	1.82754192067151e-13	EarlyTE	ENSMODG00000007544
2.32774916938996e-19	0.259827218782537	1	0.876	6.7088058810988e-15	EarlyTE	ENSMODG00000016739
4.64434261626161e-17	0.259035317319606	1	0.981	1.33854598543276e-12	EarlyTE	ENSMODG00000014431
2.83479849796023e-23	0.258816242729845	0.991	0.892	8.17017275097119e-19	EarlyTE	ENSMODG00000015756
1.04242703875195e-30	0.258111473349475	1	0.994	3.004378968387e-26	EarlyTE	ENSMODG00000014918
1.80397815836677e-11	0.257886928367476	1	1	5.19924545022888e-07	EarlyTE	ENSMODG00000014811
7.44496549394149e-18	0.257661431636324	1	1	2.14571350500888e-13	EarlyTE	ENSMODG00000016720
1.28643036435652e-11	0.256025237464121	1	0.946	3.70762095311192e-07	EarlyTE	ENSMODG00000019078
8.2613279948795e-12	0.255361414990333	1	1	2.38099734140422e-07	EarlyTE	ENSMODG00000007717
7.68921953223493e-20	0.254469761538372	1	1	2.21610996138543e-15	EarlyTE	ENSMODG00000003303
3.88465951753449e-14	0.253882453308544	1	0.959	1.11959771954862e-09	EarlyTE	ENSMODG00000001143
8.9003458510672e-19	0.253675877873878	1	0.999	2.56516867773608e-14	EarlyTE	ENSMODG00000003146
3.16880185649796e-27	0.253477690919825	0.982	0.849	9.13280383061276e-23	EarlyTE	ENSMODG00000013914
1.37932957707489e-13	0.252908976384818	1	0.993	3.97536577408754e-09	EarlyTE	ENSMODG00000005687
1.71906490713018e-21	0.250640545333248	0.954	0.863	4.9545169688399e-17	EarlyTE	ENSMODG00000016799
1.03280680012474e-19	0.250491854856814	0.954	0.607	2.9766524786395e-15	EarlyTE	ENSMODG00000004165
2.18140774093543e-07	0.250432309824736	1	1	0.00628703525015001	EarlyTE	ENSMODG00000001059
1.27645477210031e-39	2.52311200764208	1	0.411	3.67887029867029e-35	TE	ENSMODG00000007387
1.7730400675776e-33	2.03349956404587	1	0.806	5.11007877876539e-29	TE	ENSMODG00000019815
4.19669599232059e-35	1.73920552982311	1	0.712	1.20952975194672e-30	TE	ENSMODG00000004949
1.33481902057293e-30	1.51048456202572	1	0.532	3.84708189919324e-26	TE	ENSMODG00000014115
1.81317675702273e-31	1.48966052645065	1	0.987	5.22575673141521e-27	TE	ENSMODG00000020396
1.531471416005e-29	1.48842633588303	1	0.618	4.41385376806801e-25	TE	ENSMODG00000013802
2.05022187061551e-31	1.41418424121495	1	0.991	5.90894445330097e-27	TE	ENSMODG00000000179
2.73299611708461e-31	1.38791231651882	1	0.94	7.87676810904955e-27	TE	ENSMODG00000017569
2.76493023333437e-25	1.30141502904826	1	0.762	7.96880542549299e-21	TE	ENSMODG00000013792
5.16966171954369e-31	1.2877219255863	1	0.938	1.48994820418969e-26	TE	ENSMODG00000006776
3.19229302051682e-34	1.26826366235026	1	0.983	9.20050771443152e-30	TE	ENSMODG00000009417
3.25396686405757e-30	1.26720210027848	1	0.68	9.37825789890031e-26	TE	ENSMODG00000016083
1.14902430047074e-76	1.26433246714321	1	0.118	3.31160293638672e-72	TE	ENSMODG00000018006
7.197701676702e-28	1.22610264972127	1	0.964	2.07444960024228e-23	TE	ENSMODG00000003825
2.84804269559654e-34	1.19489536535262	1	0.983	8.2083438529788e-30	TE	ENSMODG00000003566
6.73442577969448e-31	1.15073775084086	1	0.71	1.94092885396575e-26	TE	ENSMODG00000013633
2.11898169303973e-25	1.14866688233348	1	0.745	6.10711713750982e-21	TE	ENSMODG00000015958
3.11524327766024e-32	1.1482570778824	1	0.824	8.97844265054457e-28	TE	ENSMODG00000011243
1.86989715319666e-25	1.13511429522781	1	0.668	5.38923058522808e-21	TE	ENSMODG00000016801
8.30292881880042e-28	1.13225428637975	1	0.949	2.39298711486647e-23	TE	ENSMODG00000010390
7.64695326553562e-26	1.13181324853932	1	0.719	2.20392840066002e-21	TE	ENSMODG00000010978
1.43657665260579e-33	1.10767858313239	1	1	4.14035757047514e-29	TE	ENSMODG00000006517
5.79643032036385e-35	1.0703099728935	1	0.986	1.67058918263207e-30	TE	ENSMODG00000015696
1.4194213567571e-30	0.995131867359224	1	0.969	4.09091429230963e-26	TE	ENSMODG00000015805
1.15170277312824e-48	0.987646021311197	0.982	0.212	3.31932256243291e-44	TE	ENSMODG00000007227
8.72673569120923e-24	0.986786767442468	1	0.862	2.51513249356341e-19	TE	ENSMODG00000013509
8.25236772006846e-28	0.979267590575326	1	1	2.37841490060093e-23	TE	ENSMODG00000006858
1.23182918132252e-33	0.945620986030788	1	0.955	3.55025488348963e-29	TE	ENSMODG00000018340
4.7844608266481e-33	0.935754586528509	1	0.736	1.37892945484825e-28	TE	ENSMODG00000005821
1.07294894420366e-28	0.931827256430834	1	0.969	3.09234615208936e-24	TE	ENSMODG00000017197
9.81755211894616e-34	0.924954279805281	0.982	0.412	2.82951669620147e-29	TE	ENSMODG00000005929
3.95620160757463e-18	0.921297677581001	1	0.885	1.14021686531908e-13	TE	ENSMODG00000005118
8.05422728085506e-26	0.916488280963904	1	0.973	2.32130884461524e-21	TE	ENSMODG00000025468
3.66398548491149e-32	0.908883103289874	1	1	1.05599725660634e-27	TE	ENSMODG00000018066
1.87857270741206e-29	0.897348212475628	1	0.741	5.41423440003229e-25	TE	ENSMODG00000017584
4.20396210127566e-32	0.884809649821384	1	0.937	1.21162391720866e-27	TE	ENSMODG00000021037
1.95910626493199e-33	0.884652523031246	1	0.996	5.64634016616049e-29	TE	ENSMODG00000001895
8.93415729879439e-29	0.867775693496431	1	0.918	2.57491347508553e-24	TE	ENSMODG00000006053
8.84907378831515e-23	0.852557998402263	1	0.488	2.55039155653031e-18	TE	ENSMODG00000013711
1.17758304089917e-30	0.838450025116592	1	0.995	3.39391208217549e-26	TE	ENSMODG00000005676
1.15279487786885e-31	0.8335512304168	1	0.562	3.32247011750582e-27	TE	ENSMODG00000025062
2.75888050393166e-37	0.798148634981478	1	0.346	7.95136950038143e-33	TE	ENSMODG00000011495
1.15590896164485e-23	0.796615799486908	1	0.882	3.33144521835661e-19	TE	ENSMODG00000014238
2.01390222561536e-24	0.788042781007195	1	0.96	5.80426760444604e-20	TE	ENSMODG00000017976
8.79576953609415e-30	0.77422261268039	1	0.979	2.53502873799769e-25	TE	ENSMODG00000025227
8.217121326997e-34	0.767502983028308	1	1	2.3682565376538e-29	TE	ENSMODG00000006222
5.81779221194689e-28	0.765306249612608	1	0.885	1.67674589340521e-23	TE	ENSMODG00000006901
1.43788759839835e-27	0.760704032972451	1	0.986	4.14413584734389e-23	TE	ENSMODG00000011324
1.05193890170503e-32	0.760258944533583	1	0.994	3.03179310860406e-28	TE	ENSMODG00000014763
2.06064404197148e-27	0.759010115406367	1	0.861	5.93898219336601e-23	TE	ENSMODG00000000228
