gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
BANF1	0	-0.435054842	0.206	0.426	0
CTSF	0	-0.381330983	0.04	0.274	0
KDM2A	0	0.487019533	0.68	0.44	0
PPP1CA	0	-0.309184085	0.174	0.369	0
GSTP1	0	-0.672358539	0.209	0.539	0
CPT1A	0	-0.388774774	0.073	0.324	0
CCND1	0	-0.760297744	0.108	0.501	0
ANO1	0	-0.557456342	0.001	0.283	0
PHLDA2	0	-0.42447085	0.006	0.254	0
CD81	0	-0.391164683	0.159	0.403	0
RPLP2	0	-0.978222644	0.95	0.997	0
TALDO1	0	-0.443061476	0.12	0.372	0
HRAS	0	-0.28334029	0.104	0.285	0
RNH1	0	-0.568309455	0.138	0.455	0
LOC100917284	0	-0.289713139	0.03	0.192	0
LOC116419855	0	-0.420440183	0	0.241	0
LOC111721648	0	0.297959921	0.268	0.088	0
GAB3	0	0.717748817	0.411	0.002	0
RPL10	0	-0.828674945	0.96	0.998	0
FLNA	0	-0.850072291	0.548	0.82	0
DKC1	0	0.5206557	0.579	0.332	0
MBNL3	0	0.80635348	0.552	0.139	0
HS6ST2	0	0.315235337	0.151	0.013	0
CCDC160	0	0.449680591	0.355	0.082	0
PHF6	0	0.735026842	0.648	0.295	0
HPRT1	0	0.600755829	0.774	0.52	0
FMR1	0	1.409963668	0.898	0.448	0
CD99L2	0	0.35943172	0.409	0.199	0
GPR50	0	0.422761837	0.324	0.086	0
SLC16A2	0	-0.27253042	0.013	0.189	0
LOC100932920	0	0.297649515	0.182	0.006	0
LOC100919025	0	3.061936196	0.889	0.249	0
DIAPH2	0	0.676926392	0.94	0.912	0
LOC116420245	0	0.382494889	0.213	0.001	0
TNMD	0	0.416161999	0.222	0.013	0
IL13RA1	0	-0.56093021	0.109	0.441	0
IL13RA2	0	-0.402147151	0.004	0.218	0
LOC116420206	0	0.609046614	0.304	0.002	0
LOC116420318	0	0.856026224	0.377	0.001	0
LOC100920507	0	3.172318442	0.687	0.08	0
LOC111721644	0	1.268914699	0.453	0.003	0
PLP2	0	-0.962547268	0.183	0.663	0
CMYC-LIN28-NANOG	0	0.672565444	0.408	0.002	0
APP	2.45E-307	0.383201169	0.882	0.77	4.36E-303
HOXD8	2.60E-307	0.281201093	0.253	0.081	4.64E-303
DMTF1	2.85E-307	0.370382547	0.443	0.237	5.07E-303
LARP1	3.98E-307	0.409741292	0.666	0.48	7.10E-303
ELOVL5	4.12E-307	0.433787233	0.822	0.686	7.34E-303
FOXJ3	9.66E-307	0.369495943	0.714	0.526	1.72E-302
HOXD11	9.68E-307	0.272085789	0.254	0.08	1.72E-302
RPS26	1.32E-306	-0.377373034	0.83	0.92	2.35E-302
DDX10	2.67E-306	0.422059381	0.751	0.597	4.76E-302
XPO6	2.78E-306	0.378708294	0.697	0.509	4.94E-302
IFNGR1	1.19E-305	-0.356768011	0.25	0.45	2.13E-301
SLC11A2	2.37E-305	-0.372417092	0.257	0.454	4.22E-301
YBX1	2.43E-305	-0.354273895	0.938	0.97	4.32E-301
EEF1B2	3.19E-305	-0.348569244	0.834	0.922	5.68E-301
PDSS1	4.61E-305	0.334706848	0.33	0.141	8.21E-301
TCF25	5.10E-305	-0.369485072	0.443	0.632	9.09E-301
ABI3BP	6.22E-305	0.544059851	0.125	0.007	1.11E-300
ATG10	5.61E-304	0.426476651	0.667	0.476	1.00E-299
SFMBT2	1.83E-303	0.49008493	0.518	0.306	3.27E-299
MSANTD2	2.29E-303	0.342723972	0.448	0.239	4.08E-299
PTPRS	3.60E-303	0.362369894	0.505	0.294	6.41E-299
FAM124A	3.72E-303	0.347543851	0.352	0.155	6.62E-299
PURB	5.66E-303	-0.368438134	0.314	0.514	1.01E-298
RAB2A	2.00E-302	-0.367816881	0.531	0.702	3.56E-298
RPRD1B	4.06E-302	0.378900388	0.792	0.635	7.24E-298
CORO2B	7.13E-302	0.264184734	0.139	0.014	1.27E-297
CTPS2	1.13E-301	0.265387681	0.236	0.07	2.02E-297
CBFA2T3	1.15E-301	0.42209281	0.399	0.202	2.06E-297
PI4K2A	2.81E-301	-0.307250125	0.163	0.349	5.00E-297
EZH2	3.54E-301	0.455954743	0.695	0.508	6.31E-297
EIF3K	4.74E-301	-0.38275235	0.218	0.412	8.44E-297
C4H1orf198	6.48E-301	-0.28943178	0.085	0.244	1.15E-296
GAPVD1	7.00E-301	0.355359246	0.461	0.256	1.25E-296
HOXA9	1.74E-300	-0.281449836	0.097	0.263	3.10E-296
ATP5F1E	3.47E-300	-0.390526262	0.353	0.554	6.18E-296
TMEM50A	3.82E-300	-0.300946203	0.159	0.346	6.80E-296
EMC6	7.25E-300	-0.265481487	0.103	0.272	1.29E-295
NID2	8.76E-300	-0.465068919	0.435	0.605	1.56E-295
SEPTIN7	9.85E-300	-0.384616416	0.5	0.671	1.76E-295
PSMD2	1.19E-299	-0.350827334	0.25	0.449	2.12E-295
CDKAL1	3.00E-299	0.380404016	0.916	0.832	5.34E-295
LOC100934059	1.33E-298	-0.292328664	0.081	0.237	2.36E-294
NR3C1	2.36E-298	-0.424412081	0.531	0.707	4.21E-294
FBXO25	3.53E-298	0.391853956	0.395	0.198	6.28E-294
SOCS3	1.47E-297	-0.294180541	0.105	0.273	2.62E-293
SLC25A12	2.29E-297	0.342013124	0.409	0.208	4.08E-293
GCLM	4.30E-297	-0.28679535	0.132	0.309	7.66E-293
GNB4	5.03E-297	-0.351268482	0.291	0.493	8.97E-293
SNRPB2	1.12E-296	-0.331977703	0.196	0.388	1.99E-292
LOC105751046	1.63E-296	-0.343041983	0.749	0.874	2.90E-292
PUM2	3.63E-296	0.368216047	0.729	0.551	6.47E-292
DCHS1	5.57E-296	0.312429694	0.35	0.157	9.92E-292
MTF2	1.37E-295	0.367040133	0.672	0.48	2.44E-291
LRRC28	2.01E-295	0.366696682	0.489	0.282	3.57E-291
AP3S1	3.24E-295	0.378625702	0.553	0.35	5.76E-291
RBMS1	4.82E-295	0.333989739	0.991	0.969	8.59E-291
APBA2	5.74E-295	0.311725469	0.116	0.004	1.02E-290
SPAST	6.97E-295	0.35174354	0.42	0.219	1.24E-290
ZBTB25	1.21E-294	0.287334991	0.29	0.11	2.15E-290
PDIA3	1.41E-294	-0.351375797	0.195	0.383	2.50E-290
TANGO6	1.95E-294	0.298860064	0.305	0.122	3.47E-290
TMEM109	4.07E-294	-0.272471651	0.114	0.284	7.25E-290
LOC116422394	6.35E-294	-0.449075339	0.454	0.625	1.13E-289
UBE2R2	2.17E-293	0.39362962	0.678	0.499	3.87E-289
NDUFS3	3.13E-293	-0.271379019	0.115	0.285	5.57E-289
LAMTOR3	3.13E-293	-0.271007774	0.121	0.294	5.57E-289
PRKAG2	3.42E-293	0.375475256	0.518	0.307	6.09E-289
DNAJB6	7.61E-293	-0.401833102	0.644	0.771	1.36E-288
ADGRD1	1.23E-292	-0.340287291	0.027	0.145	2.19E-288
RBX1	1.36E-292	-0.324184074	0.19	0.379	2.43E-288
ARHGEF7	1.39E-292	0.316973735	0.96	0.897	2.48E-288
SQSTM1	2.09E-292	-0.405478002	0.227	0.417	3.72E-288
GAS7	3.64E-292	0.461009927	0.433	0.235	6.48E-288
RPS25	3.00E-291	-0.300569594	0.935	0.978	5.34E-287
MKRN1	3.63E-291	-0.383182605	0.343	0.533	6.47E-287
TOR1A	4.73E-291	-0.31416391	0.187	0.376	8.43E-287
GALNT1	6.63E-291	0.401260883	0.717	0.546	1.18E-286
A2M	8.32E-291	0.255089496	0.105	0	1.48E-286
CEP55	1.80E-290	-0.26892813	0.071	0.22	3.21E-286
MSMO1	4.08E-290	0.367388096	0.513	0.301	7.26E-286
CASP8	2.03E-289	0.387817404	0.292	0.117	3.61E-285
LOC100916472	2.68E-289	-0.278037997	0.107	0.273	4.77E-285
MTREX	3.72E-289	0.366376155	0.78	0.634	6.63E-285
LOC100924919	4.73E-289	-0.400329738	0.639	0.773	8.42E-285
MYBL1	4.96E-289	-0.398006656	0.127	0.295	8.84E-285
SYNM	7.69E-289	0.309808343	0.304	0.123	1.37E-284
RPL31	1.11E-288	-0.29851981	0.904	0.963	1.98E-284
PPP2R2A	1.25E-288	-0.307837534	0.186	0.374	2.23E-284
ECRG4	2.41E-288	0.383718668	0.552	0.341	4.29E-284
ZNF346	4.01E-288	0.284776657	0.309	0.126	7.15E-284
C1H7orf50	4.68E-288	-0.541393079	0.478	0.634	8.34E-284
EDF1	6.90E-288	-0.362755772	0.262	0.453	1.23E-283
FZD6	7.33E-288	0.488306584	0.357	0.172	1.31E-283
CDC123	1.31E-287	0.368819058	0.698	0.519	2.33E-283
LCA5	3.49E-287	0.353203626	0.322	0.141	6.21E-283
LPP	3.57E-287	-0.389042637	0.911	0.961	6.37E-283
IRS2	7.76E-287	0.321836054	0.34	0.153	1.38E-282
MAPRE1	1.57E-286	-0.320433674	0.254	0.452	2.79E-282
HMGN1	2.57E-286	-0.389353774	0.499	0.669	4.58E-282
DHX57	2.61E-286	0.368124804	0.646	0.458	4.66E-282
HBS1L	3.38E-286	0.371669033	0.735	0.566	6.02E-282
BMPR2	3.51E-286	0.390351732	0.915	0.806	6.24E-282
EIF1B	1.08E-285	-0.260164717	0.112	0.281	1.92E-281
TDP1	1.48E-285	0.37662991	0.431	0.233	2.63E-281
PTAR1	2.01E-285	0.37711924	0.527	0.324	3.58E-281
PHLDA3	2.83E-285	-0.301293235	0.137	0.311	5.05E-281
RUNX2	4.39E-285	-0.541039083	0.737	0.834	7.81E-281
LAMTOR1	5.94E-285	-0.308662831	0.177	0.361	1.06E-280
SPAG9	8.60E-285	-0.357021977	0.668	0.794	1.53E-280
VAPB	2.54E-284	0.363175734	0.526	0.326	4.52E-280
SYNPO2	2.76E-284	-0.254584584	0.011	0.109	4.91E-280
ARID4B	3.32E-284	0.33221674	0.893	0.768	5.92E-280
INTS9	1.35E-283	0.38184743	0.532	0.339	2.40E-279
TRIM7	1.57E-283	0.316451327	0.363	0.17	2.80E-279
MBTD1	1.63E-283	0.332540318	0.428	0.229	2.90E-279
ALDH7A1	4.26E-283	0.309101916	0.322	0.14	7.60E-279
MEGF9	6.72E-283	0.313701484	0.355	0.166	1.20E-278
STXBP5	7.28E-283	0.500983128	0.701	0.535	1.30E-278
DICER1	1.84E-282	0.366268573	0.721	0.552	3.27E-278
NAB1	3.06E-282	-0.255652169	0.089	0.247	5.46E-278
MMD	6.34E-282	-0.379730725	0.196	0.378	1.13E-277
RESF1	1.52E-281	0.340889579	0.81	0.653	2.71E-277
UBN2	1.53E-281	0.361037575	0.553	0.355	2.73E-277
RRAGC	3.77E-281	-0.276728947	0.15	0.328	6.71E-277
PCOLCE	7.42E-281	-0.362256359	0.215	0.399	1.32E-276
ETFB	1.18E-280	-0.261884981	0.092	0.249	2.09E-276
TKT	2.80E-280	-0.362381559	0.286	0.477	4.99E-276
PDK1	4.02E-279	0.333374217	0.42	0.225	7.15E-275
MYO1E	1.20E-277	0.366127955	0.905	0.797	2.13E-273
LRBA	2.12E-277	0.399428924	0.594	0.394	3.77E-273
CANX	2.43E-277	-0.37187994	0.715	0.826	4.33E-273
CTSB	2.65E-277	-0.340591087	0.247	0.437	4.73E-273
NSA2	8.98E-277	-0.347026827	0.292	0.485	1.60E-272
RCOR1	1.01E-276	0.377602941	0.59	0.396	1.80E-272
SPTBN1	2.47E-276	0.349032888	0.944	0.862	4.40E-272
INVS	5.37E-276	-0.378925389	0.216	0.399	9.56E-272
SEMA3E	6.12E-276	0.408126569	0.115	0.007	1.09E-271
ATP5PF	6.64E-276	-0.375824057	0.25	0.437	1.18E-271
OSTM1	9.19E-276	-0.252918022	0.109	0.271	1.64E-271
GTF2A2	1.42E-275	-0.30611726	0.217	0.405	2.53E-271
MANF	4.40E-275	-0.369109182	0.201	0.382	7.84E-271
GINM1	4.46E-275	-0.253447363	0.109	0.272	7.94E-271
RCOR3	3.34E-274	0.327934002	0.396	0.203	5.96E-270
USP15	6.92E-274	0.378641381	0.832	0.72	1.23E-269
CUX1	7.11E-274	-0.352132277	0.506	0.694	1.27E-269
RPL37A	7.20E-274	-0.292947209	0.931	0.974	1.28E-269
ANP32A	8.13E-274	0.373099683	0.582	0.387	1.45E-269
LOC100922461	4.06E-273	-0.371251152	0.308	0.499	7.23E-269
HIKESHI	4.46E-273	-0.250560196	0.105	0.265	7.95E-269
AEBP2	5.76E-273	0.347090283	0.403	0.215	1.03E-268
WIPF1	1.51E-272	0.387459306	0.866	0.758	2.68E-268
FASTKD1	6.41E-272	0.277130009	0.261	0.096	1.14E-267
FSD1L	2.03E-271	0.366354592	0.541	0.344	3.62E-267
CBX3	2.77E-271	-0.360577456	0.339	0.525	4.94E-267
ICE2	4.41E-271	0.319251498	0.349	0.165	7.86E-267
DROSHA	9.21E-271	0.316001651	0.872	0.746	1.64E-266
RPL37	1.99E-270	-0.368270776	0.714	0.837	3.54E-266
MARCHF7	2.45E-270	0.353983378	0.668	0.488	4.36E-266
TRIT1	2.72E-270	0.334843851	0.479	0.282	4.84E-266
FARP1	5.63E-270	-0.753782509	0.763	0.825	1.00E-265
DHRS3	1.85E-269	0.25600443	0.182	0.043	3.29E-265
ZNF516	3.64E-269	0.286620619	0.846	0.683	6.49E-265
EMILIN1	2.29E-268	-0.337462183	0.261	0.448	4.08E-264
ZC3H11A	2.89E-268	0.360863294	0.598	0.412	5.14E-264
SEPTIN2	4.85E-268	-0.352687207	0.331	0.517	8.63E-264
SERPINH1	9.50E-268	-0.437368239	0.683	0.791	1.69E-263
ZNF804A	9.61E-268	0.319428571	0.112	0.007	1.71E-263
PSMD6	1.75E-267	-0.294292463	0.171	0.348	3.12E-263
AKT1	1.86E-267	-0.353074672	0.561	0.709	3.31E-263
LUM	5.42E-267	0.310903758	0.684	0.462	9.65E-263
CAPN7	1.12E-266	0.311992974	0.396	0.205	2.00E-262
PDSS2	1.54E-266	0.458649982	0.704	0.562	2.74E-262
LOC116421942	3.65E-266	-0.276391775	0.131	0.297	6.50E-262
LOC111719270	5.83E-266	-0.371650043	0.291	0.476	1.04E-261
CNTLN	1.73E-265	0.371345843	0.396	0.208	3.09E-261
PKD2	4.58E-265	-0.335683404	0.279	0.468	8.16E-261
PPP4R3A	7.11E-265	0.366132264	0.632	0.453	1.27E-260
MYSM1	9.95E-265	0.268056855	0.3	0.127	1.77E-260
RALY	2.30E-264	0.370010529	0.513	0.326	4.09E-260
STARD13	2.52E-264	-0.548618699	0.928	0.936	4.49E-260
STMP1	2.60E-264	-0.271031487	0.148	0.319	4.64E-260
ERC2	3.42E-264	-0.289215636	0.046	0.171	6.09E-260
HIVEP3	3.50E-264	0.570526395	0.482	0.305	6.23E-260
CAMTA1	5.30E-264	-0.365381302	0.116	0.273	9.44E-260
LOC105749401	6.28E-264	-0.305020124	0.172	0.347	1.12E-259
MANSC1	6.56E-263	0.256713068	0.24	0.084	1.17E-258
MED26	1.43E-262	0.34898828	0.829	0.699	2.55E-258
PCNX1	1.87E-262	0.340497145	0.81	0.666	3.34E-258
CNOT2	2.09E-262	0.326972904	0.854	0.727	3.72E-258
STAT3	2.25E-262	-0.330273305	0.231	0.415	4.01E-258
PSMA2	4.05E-262	-0.334707769	0.201	0.378	7.22E-258
DCAF10	4.63E-262	0.314076352	0.415	0.225	8.25E-258
ITGA9	5.11E-262	-0.265194095	0.12	0.283	9.11E-258
ATP5PD	9.65E-262	-0.390082343	0.288	0.467	1.72E-257
DKK3	1.51E-261	-0.305318029	0.145	0.313	2.69E-257
GPC4	1.97E-261	-0.34623033	0.152	0.32	3.50E-257
EMC10	2.99E-261	-0.316499212	0.209	0.389	5.33E-257
IMP3	5.41E-261	-0.349869565	0.215	0.394	9.63E-257
ARFGAP3	7.44E-261	-0.328259735	0.248	0.431	1.33E-256
FBXO11	1.63E-260	0.343869271	0.853	0.72	2.90E-256
STXBP1	2.97E-260	0.305469765	0.386	0.198	5.29E-256
LOC111721547	3.06E-260	-0.329268221	0.212	0.392	5.44E-256
EHMT1	6.88E-260	0.333895047	0.94	0.877	1.23E-255
FHL3	1.68E-258	-0.256766932	0.121	0.282	2.99E-254
ADIPOR1	6.49E-258	-0.268649765	0.154	0.324	1.16E-253
BABAM2	1.03E-257	0.394735706	0.768	0.616	1.84E-253
RPAP3	1.62E-257	0.357584929	0.563	0.382	2.89E-253
EIF4A1	1.75E-257	-0.366895987	0.573	0.718	3.11E-253
INPP1	5.88E-257	-0.347459722	0.214	0.391	1.05E-252
YEATS2	9.74E-257	0.340268525	0.512	0.324	1.74E-252
MLXIP	1.95E-256	0.262807364	0.288	0.12	3.48E-252
TTC27	2.24E-256	0.369976875	0.543	0.356	3.99E-252
MEMO1	2.52E-256	0.336774451	0.748	0.585	4.49E-252
GPATCH8	3.12E-256	0.310341815	0.889	0.773	5.56E-252
TMEM260	7.11E-256	0.330401052	0.377	0.193	1.27E-251
CBFA2T2	1.95E-255	0.33343616	0.463	0.269	3.47E-251
TERF1	8.90E-255	0.334321268	0.425	0.237	1.59E-250
TRIO	2.18E-254	-0.375214774	0.898	0.94	3.88E-250
PPP2R5E	6.55E-254	0.346852327	0.767	0.615	1.17E-249
PRDM1	1.44E-253	-0.414729914	0.117	0.268	2.57E-249
REXO1	1.47E-253	0.347993338	0.605	0.421	2.62E-249
SH3BGRL2	1.70E-253	0.347062548	0.21	0.066	3.03E-249
NAP1L1	2.61E-253	-0.40425541	0.763	0.846	4.65E-249
SSR4	2.86E-253	-0.290634544	0.181	0.356	5.09E-249
LOC100929068	3.46E-253	0.26355656	0.275	0.111	6.16E-249
ATP5MD	1.24E-252	-0.303839581	0.208	0.386	2.22E-248
ETF1	3.19E-252	-0.33378226	0.668	0.784	5.69E-248
ID1	3.70E-251	-0.322295106	0.125	0.28	6.60E-247
RAB18	5.73E-251	-0.334799702	0.334	0.514	1.02E-246
PRPF39	6.04E-251	0.336982664	0.731	0.568	1.08E-246
PIP5K1A	6.12E-251	-0.297416624	0.228	0.409	1.09E-246
RNF130	6.34E-251	0.302805671	0.34	0.164	1.13E-246
SPRY2	1.08E-250	0.324916151	0.462	0.267	1.93E-246
NAXD	6.42E-250	0.328403596	0.464	0.274	1.14E-245
MRPS18A	1.08E-249	0.284137625	0.353	0.175	1.93E-245
SMAP2	1.10E-249	-0.342761846	0.378	0.556	1.96E-245
LYST	1.46E-249	0.312718856	0.57	0.373	2.59E-245
YAP1	1.87E-249	0.303959615	0.92	0.83	3.33E-245
DDX42	2.02E-249	0.340935296	0.646	0.473	3.59E-245
MFSD14B	3.11E-249	0.333191533	0.468	0.283	5.55E-245
PKD1L2	4.40E-249	-0.288490339	0.186	0.359	7.83E-245
LOC100935105	5.18E-249	0.277916697	0.315	0.144	9.23E-245
MAD1L1	5.65E-249	0.486987815	0.902	0.829	1.01E-244
SNRPE	6.63E-249	-0.369680253	0.31	0.487	1.18E-244
ATP6V1G1	7.02E-249	-0.262622093	0.159	0.328	1.25E-244
RPL3	7.23E-249	-0.36497694	0.848	0.911	1.29E-244
LUZP1	5.60E-248	-0.314392486	0.239	0.419	9.98E-244
LOC116420218	9.28E-248	-0.321962262	0.285	0.468	1.65E-243
ATG3	9.86E-248	-0.337366141	0.264	0.44	1.76E-243
YES1	1.56E-247	0.411744375	0.508	0.33	2.77E-243
STK26	1.76E-247	0.269207472	0.273	0.112	3.13E-243
MSRB3	1.82E-247	-0.491685883	0.3	0.468	3.25E-243
ANK2	2.13E-247	0.372276912	0.3	0.133	3.79E-243
CARM1	2.15E-247	0.302400585	0.395	0.213	3.83E-243
FBXO42	2.95E-247	0.322158857	0.49	0.302	5.25E-243
INSIG1	4.64E-247	0.344461077	0.414	0.23	8.27E-243
LMO7	6.65E-247	-1.094745999	0.869	0.875	1.18E-242
AFDN	3.00E-246	0.331045653	0.851	0.697	5.35E-242
RB1	7.33E-246	-0.374880955	0.349	0.526	1.31E-241
PSMA4	2.16E-245	-0.324796206	0.263	0.443	3.85E-241
ANP32B	2.17E-245	-0.31064479	0.26	0.44	3.86E-241
M6PR	2.95E-245	-0.273380447	0.17	0.339	5.26E-241
ARL14EP	3.25E-245	-0.346497695	0.392	0.567	5.78E-241
CDC27	7.41E-245	0.345699721	0.719	0.557	1.32E-240
TWSG1	1.12E-244	0.29765477	0.451	0.257	1.99E-240
NUP93	1.22E-244	0.362585777	0.604	0.43	2.18E-240
STEAP2	1.43E-244	-0.282538223	0.07	0.202	2.56E-240
CTDP1	5.24E-244	0.344025431	0.454	0.27	9.34E-240
MARCKS	1.36E-243	-0.499559841	0.648	0.746	2.42E-239
TAF4B	2.07E-243	0.366848212	0.507	0.321	3.68E-239
UBE2B	4.47E-243	-0.298954887	0.265	0.447	7.96E-239
CAMK1D	7.95E-243	0.567391124	0.537	0.355	1.42E-238
ETV5	9.24E-243	0.268045997	0.315	0.146	1.65E-238
TXNDC5	9.80E-243	0.344673501	0.629	0.458	1.75E-238
CHCHD6	1.16E-242	0.27872072	0.302	0.134	2.07E-238
FCHO2	1.18E-242	0.34388366	0.68	0.509	2.10E-238
CTNNAL1	1.26E-242	-0.30419144	0.191	0.363	2.25E-238
FLII	1.42E-242	-0.289676289	0.224	0.401	2.54E-238
CADM1	4.03E-242	-0.349393504	0.107	0.256	7.17E-238
ATXN2	5.23E-242	0.332489642	0.549	0.364	9.32E-238
NCKAP5	5.30E-242	-0.388619499	0.038	0.149	9.44E-238
RPS4X	7.11E-242	-0.326116699	0.388	0.571	1.27E-237
MAP3K2	1.44E-241	0.333693406	0.789	0.649	2.56E-237
IL1RAPL1	2.11E-241	-0.331128813	0.023	0.122	3.77E-237
SPAG16	7.78E-241	0.258822945	0.248	0.094	1.39E-236
ARNT	1.35E-240	0.314027463	0.494	0.308	2.40E-236
FAM219A	3.44E-240	0.354808985	0.46	0.276	6.13E-236
TMEM65	5.57E-240	-0.335706547	0.225	0.396	9.92E-236
TTLL5	6.70E-240	0.340224274	0.667	0.488	1.19E-235
CEP295	9.27E-240	0.4112258	0.653	0.499	1.65E-235
ATF2	9.62E-240	0.319078817	0.739	0.577	1.71E-235
NME2	1.63E-239	-0.377733862	0.811	0.884	2.91E-235
CMTM3	2.07E-239	0.27175391	0.297	0.133	3.68E-235
MSH6	6.92E-239	0.333961725	0.47	0.288	1.23E-234
NOL7	7.00E-239	-0.272361637	0.162	0.328	1.25E-234
LOC100924346	1.16E-238	0.347471451	0.629	0.454	2.07E-234
ZC3H6	1.68E-238	0.379761847	0.49	0.318	2.98E-234
HSPD1	3.66E-238	0.341016134	0.625	0.438	6.52E-234
SSBP4	5.68E-238	0.254377807	0.239	0.09	1.01E-233
NDUFA13	9.85E-238	-0.303369237	0.205	0.375	1.75E-233
PRDM10	1.47E-237	0.30303989	0.382	0.204	2.63E-233
UBE2D2	1.62E-237	0.330451472	0.761	0.62	2.89E-233
ABCB10	2.66E-237	0.257409555	0.263	0.107	4.74E-233
RNF19B	2.73E-237	-0.298301999	0.117	0.265	4.86E-233
DHX15	3.57E-237	0.335362779	0.747	0.608	6.37E-233
ENTPD6	6.98E-237	0.281196615	0.331	0.161	1.24E-232
GPATCH2	8.43E-237	0.351162499	0.836	0.715	1.50E-232
GPR146	9.44E-237	0.252427389	0.34	0.161	1.68E-232
TOR1AIP1	9.77E-237	-0.30083848	0.217	0.389	1.74E-232
DENND4A	1.67E-236	0.295946217	0.332	0.162	2.98E-232
MCM6	2.30E-236	-0.320397526	0.214	0.386	4.10E-232
TTC39C	4.25E-236	0.361533362	0.397	0.224	7.57E-232
ARHGDIA	8.61E-236	-0.290780454	0.225	0.398	1.53E-231
PYGB	9.72E-236	0.316784962	0.416	0.238	1.73E-231
SAMD10	4.55E-235	0.282942723	0.369	0.195	8.11E-231
EIF3H	5.81E-235	-0.297068575	0.257	0.436	1.03E-230
PSME4	1.99E-234	0.303543645	0.875	0.763	3.55E-230
GSE1	2.25E-234	0.376243788	0.951	0.872	4.01E-230
KIAA1958	4.72E-234	0.319219654	0.473	0.285	8.41E-230
CLINT1	5.79E-234	0.340451613	0.83	0.722	1.03E-229
FAM185A	1.17E-233	0.288284131	0.283	0.124	2.08E-229
LOC100924059	1.33E-233	-0.295737432	0.978	0.995	2.36E-229
ZDHHC7	1.42E-233	0.310306451	0.453	0.273	2.53E-229
FAM214A	3.74E-233	0.37040487	0.515	0.334	6.66E-229
FBXW11	1.47E-232	0.344529056	0.634	0.464	2.62E-228
SEC62	1.66E-232	-0.351161418	0.352	0.521	2.96E-228
U2SURP	1.68E-232	0.327179417	0.771	0.637	2.99E-228
TCERG1	2.95E-232	0.35198054	0.732	0.59	5.26E-228
LOC100933193	4.44E-232	-0.301921256	0.207	0.375	7.91E-228
PCNA	6.61E-232	-0.322429436	0.197	0.362	1.18E-227
CYRIB	1.20E-231	0.326748686	0.628	0.449	2.14E-227
DUSP16	1.42E-231	-0.398280771	0.334	0.502	2.53E-227
IPO13	1.51E-231	0.285056102	0.377	0.202	2.69E-227
SKIL	6.04E-231	-0.31582305	0.256	0.432	1.08E-226
TSEN2	6.23E-231	0.255985293	0.279	0.12	1.11E-226
EZH1	6.99E-231	0.252343422	0.284	0.125	1.25E-226
DAP	9.09E-231	-0.379656114	0.481	0.637	1.62E-226
AKAP7	1.64E-230	0.337880798	0.401	0.226	2.93E-226
LOC100920453	1.83E-230	-0.39810406	0.471	0.617	3.26E-226
LOC100927168	2.67E-230	-0.38468856	0.479	0.626	4.76E-226
PLOD1	4.43E-230	0.332693012	0.368	0.2	7.88E-226
MBD5	4.46E-230	0.354435462	0.475	0.296	7.94E-226
PSPH	7.25E-230	0.276573042	0.249	0.1	1.29E-225
SPCS2	9.84E-230	-0.250013576	0.145	0.302	1.75E-225
VCL	2.22E-229	-0.428120013	0.614	0.725	3.95E-225
C9orf72	2.82E-229	0.26301683	0.322	0.155	5.02E-225
LOC100920165	5.18E-229	-0.276495967	0.187	0.353	9.23E-225
XPO4	7.63E-229	0.343822842	0.686	0.527	1.36E-224
PSMB4	1.41E-228	-0.321885703	0.264	0.434	2.51E-224
FSCN1	2.72E-228	0.328470461	0.441	0.262	4.84E-224
ZNF207	9.90E-228	0.313630337	0.718	0.564	1.76E-223
PRMT9	1.33E-227	0.273430764	0.354	0.183	2.37E-223
PRKDC	1.73E-227	0.355167062	0.768	0.628	3.08E-223
TMEM67	5.72E-227	0.279926397	0.312	0.149	1.02E-222
EFL1	5.90E-227	-0.378943825	0.488	0.638	1.05E-222
KANK2	9.39E-227	-0.264849689	0.17	0.333	1.67E-222
TRIP12	1.22E-226	0.292839234	0.916	0.845	2.17E-222
URI1	1.24E-226	0.335604578	0.776	0.64	2.22E-222
ELOC	3.53E-226	-0.350037055	0.543	0.674	6.29E-222
DCUN1D4	3.82E-226	0.281433018	0.341	0.171	6.81E-222
NPC1	4.04E-226	-0.291491914	0.212	0.378	7.19E-222
ATP6V0C	4.39E-226	-0.29921766	0.215	0.381	7.82E-222
LOC111721251	5.31E-226	-0.314395579	0.31	0.488	9.46E-222
ITCH	8.08E-226	0.330643683	0.57	0.396	1.44E-221
SUN1	8.74E-226	0.306794069	0.391	0.219	1.56E-221
PPP1R12A	2.50E-225	0.285365866	0.983	0.961	4.46E-221
BMPR1A	3.47E-225	0.336036013	0.535	0.36	6.18E-221
NIPBL	7.79E-225	0.263142436	0.992	0.976	1.39E-220
NSD3	9.11E-225	0.293680794	0.925	0.85	1.62E-220
AXIN1	3.20E-224	0.333355326	0.785	0.653	5.70E-220
CRAMP1	3.64E-224	0.314299045	0.5	0.32	6.48E-220
AAGAB	2.70E-223	0.32735567	0.641	0.473	4.82E-219
NFE2L2	3.16E-223	-0.287732793	0.235	0.407	5.63E-219
ATP5PO	4.75E-223	-0.323209787	0.296	0.467	8.46E-219
RINT1	5.52E-223	0.254301092	0.289	0.132	9.84E-219
